A special interest is how ideas travel among enterprises within or across different trades and nations.	A special interest is how ideas move among enterprises within or across different trades and nations.
Different circumstances demand a different translation.	Different circumstances require a different translation.
On Sunday, China's manufacturing data beat expectations	On Sunday, China's manufacturing data being beingtter than expectations
Comprehensive solutions marry ideas favored by one party and opposed by the other.	Comprehensive solutions join ideas favored by one party and opposed by the other.
These trucks drink as much as they can and happily spew a load of carbon into the air.	These trucks intake as much as they can and happily spew a load of carbon into the air.
Then came the War and tragedy struck the little community.	Then came the War and tragedy happened suddenly to the little community.
Indeed, Mr. Obama has made it clear that he will press advantages where he sees them.	Indeed, Mr. Obama has made it clear that he will emphasize advantages where he sees them.
Countless marriages have survived initial problems.	Countless marriages have continued existing past initial problems.
Care to offer some evidence that this bald assertion is true?	Care to offer some evidence that this unembellished assertion is true?
Only the bare outlines of the stories are here.	Only the mere outlines of the stories are here.
I prefer blunt honesty, especially from people who are supposed to be reporting the truth.	I prefer plain honesty, especially from people who are supposed to be reporting the truth.
A breezy disregard for the preservation of the pence was a family trait.	A carefree disregard for the preservation of the pence was a family trait.
She started off as a bubbly actress, dancing with heroes, and running around trees, but that has all changed now for this lovely lady.	She started off as a cheerful actress, dancing with heroes, and running around trees, but that has all changed now for this lovely lady.
The Independence Day parade and the Christmas event in Fairfield all have cloudy futures.	The Independence Day parade and the Christmas event in Fairfield all have uncertain futures.
In New York's five boroughs, the cold reality is that humans are outnumbered by rats.	In New York's five boroughs, the impartial reality is that humans are outnumbered by rats.
Solidarity of the European kind is now a dirty word in Germany.	Solidarity of the European kind is now a unpleasant word in Germany.
Fat chance that gets resolved any time soon.	no chance that gets resolved any time soon.
He’s also human, always had a fiery temper and like all of us at one time or another did something we regretted later on.	He’s also human, always had a volatile temper and like all of us at one time or another did something we regretted later on.
Ok, so some girls know what we have in our filthy minds.	Ok, so some girls know what we have in our indecent minds.
Her reaction to spelt was dizziness, nausea and a strong feeling of foggy brain.	Her reaction to spelt was dizziness, nausea and a strong feeling of confused brain.
it will require fresh thinking and new products.	it will require new and creative thinking and new products.
Following the earlier quake, Turkey accepted help from dozens of countries, including Israel and Armenia with which it has frosty relations.	Following the earlier quake, Turkey accepted help from dozens of countries, including Israel and Armenia with which it has unfriendly relations.
One tall old guy came up to me with a greasy smile , and said, yes, and who are you?	One tall old guy came up to me with a unethical smile , and said, yes, and who are you?
This is a solution to a hairy problem.	This is a solution to a difficult problem.
Graft is an unusually heavy tax on Indian business.	Graft is an unusually oppressive tax on Indian business.
Without friends or money, his “liberty” is a hollow mockery, even worse than mine.	Without friends or money, his “liberty” is a meaningless mockery, even worse than mine.
Their initial icy glares had turned to restless agitation.	Their initial impassive glares had turned to restless agitation.
Everyone else is telling tales of the latest juicy scandal.	Everyone else is telling tales of the latest exciting scandal.
I initially thought it was some lame excuse to get me out of their office.	I initially thought it was some unconvincing excuse to get me out of their office.
When I was in college I lived on a very lean budget.	When I was in college I lived on a very strict budget.
And we certainly don’t need more muddy thinking about sex pretending to be intelligent analysis of the issue.	And we certainly don’t need more ambiguous thinking about sex pretending to be intelligent analysis of the issue.
The protagonist, Trinity Pierce, is a college professor with a murky past, who lives and works in Cambridge, Massachusetts.	The protagonist, Trinity Pierce, is a college professor with a obscure past, who lives and works in Cambridge, Massachusetts.
Across the compound, a clump of trees nodded gently in the winter breeze.	Across the compound, a clump of trees move gently in the winter breeze.
His opponents will be attacking his credibility.	His opponents will be criticizing his credibility.
Midwesterners try to spread the wealth evenly.	Midwesterners try to distribute the wealth evenly.
By the end of Bush's presidency, unemployment climbed to 7.2%.	By the end of Bush's presidency, unemployment increase to 7.2%.
The U.S. Supreme Court handed a victory to generic drug companies.	The U.S. Supreme Court announced a victory to generic drug companies.
The company’s stock jumped more than five percent,	The company’s stock increase more than five percent,
"The courts have attached broad meaning to the term ""interstate commerce""."	"The courts have used broad meaning to the term ""interstate commerce""."
5 states are still solidly or strongly leaning Republican.	5 states are still solidly or strongly supporting Republican.
Instead, Bernanke leaned on Congress to do more.	Instead, Bernanke rely on Congress to do more.
Like last year, Android tablets are stealing the spotlight.	Like last year, Android tablets are get the spotlight.
Out-of-control spending was hurting the economy.	Out-of-control spending was causing damage to the economy.
There are many things in life that can knock your confidence.	There are many things in life that can cause damage to your confidence.
Your destiny is tied to the person you work for.	Your destiny is connected to the person you work for.
We need to kick our addiction to carbon.	We need to overcome our addiction to carbon.
This one speech could sink his candidacy.	This one speech could cause fatal damage his candidacy.
But it is in the company framework that buries initiative.	But it is in the company framework that discourages initiative.
Mitt Romney swept five primaries on Tuesday night.	Mitt Romney won five primaries on Tuesday night.
The rich are getting richer while the middle class slides into poverty.	The rich are getting richer while the middle class gets into poverty.
Plainly, Ehud Olmert, Israel’s prime minister, should grab any opportunity to talk.	Plainly, Ehud Olmert, Israel’s prime minister, should use any opportunity to talk.
Primary battles have torn the party apart.	Primary battles have separated the party apart.
Nonetheless, an established cult of fans digs this activity.	Nonetheless, an established cult of fans love this activity.
However, the funding dried up in 2007.	However, the funding is exhausted up in 2007.
The German economy shrugged off the impact of eurozone debt crisis.	The German economy disregarded off the impact of eurozone debt crisis.
The government dreams up regulations that affect pubs every day.	The government creates up regulations that affect pubs every day.
The pride bursts from my heart.	The pride comes from my heart.
Communism collapsed world-wide.	Communism failed world-wide.
Care to offer some evidence that this bald assertion is true?	Care to offer some evidence that this daring assertion is true?
The French bourgeoisie has rushed into a blind alley.	The French bourgeoisie has rushed into a closed alley.
I prefer blunt honesty, especially from people who are supposed to be reporting the truth.	I prefer sheer honesty, especially from people who are supposed to be reporting the truth.
A breezy disregard for the preservation of the pence was a family trait.	A casual disregard for the preservation of the pence was a family trait.
She started off as a bubbly actress, dancing with heroes, and running around trees, but that has all changed now for this lovely lady.	She started off as a enthusiastic actress, dancing with heroes, and running around trees, but that has all changed now for this lovely lady.
The Independence Day parade and the Christmas event in Fairfield all have cloudy futures.	The Independence Day parade and the Christmas event in Fairfield all have bad futures.
In New York's five boroughs, the cold reality is that humans are outnumbered by rats.	In New York's five boroughs, the objective reality is that humans are outnumbered by rats.
Solidarity of the European kind is now a dirty word in Germany.	Solidarity of the European kind is now a undesirable word in Germany.
It was pure dumb luck that I found out about it.	It was pure accidental luck that I found out about it.
Fat chance that gets resolved any time soon.	no chance that gets resolved any time soon.
He’s also human, always had a fiery temper and like all of us at one time or another did something we regretted later on.	He’s also human, always had a emotional temper and like all of us at one time or another did something we regretted later on.
Ok, so some girls know what we have in our filthy minds.	Ok, so some girls know what we have in our foul minds.
Her reaction to spelt was dizziness, nausea and a strong feeling of foggy brain.	Her reaction to spelt was dizziness, nausea and a strong feeling of incompetent brain.
it will require fresh thinking and new products.	it will require different thinking and new products.
